id,name,artists,release_date,language,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
4zEyzrSanINuxNfGadjw5B,Latin,Mike Oldfield,2003-05-26,AR,0.33,0.322,7,-9.466,1,0.0317,0.782,0.0179,0.127,0.34,187.257,audio_features,spotify:track:4zEyzrSanINuxNfGadjw5B,https://api.spotify.com/v1/tracks/4zEyzrSanINuxNfGadjw5B,https://api.spotify.com/v1/audio-analysis/4zEyzrSanINuxNfGadjw5B,138707,5
4eYhZcJRzRZLGFp7EupTEE,Se fue la luz,"LATIN MAFIA, Jesse Baez",2023-05-26,AR,0.823,0.519,1,-9.888,0,0.0455,0.62,0.0118,0.0984,0.389,120.028,audio_features,spotify:track:4eYhZcJRzRZLGFp7EupTEE,https://api.spotify.com/v1/tracks/4eYhZcJRzRZLGFp7EupTEE,https://api.spotify.com/v1/audio-analysis/4eYhZcJRzRZLGFp7EupTEE,212000,4
40KhzFhbzAsp6Hnd22x3xM,Latin,Stephan,2018-09-17,AR,0.808,0.993,6,-17.072,0,0.0945,0.00206,0.928,0.0507,0.676,110.43,audio_features,spotify:track:40KhzFhbzAsp6Hnd22x3xM,https://api.spotify.com/v1/tracks/40KhzFhbzAsp6Hnd22x3xM,https://api.spotify.com/v1/audio-analysis/40KhzFhbzAsp6Hnd22x3xM,63072,4
7oEkDWQeUlsu3UBfltE1WI,FLORES,LATIN MAFIA,2023-01-27,AR,0.745,0.4,1,-8.561,0,0.238,0.14,0.0861,0.0903,0.0738,192.051,audio_features,spotify:track:7oEkDWQeUlsu3UBfltE1WI,https://api.spotify.com/v1/tracks/7oEkDWQeUlsu3UBfltE1WI,https://api.spotify.com/v1/audio-analysis/7oEkDWQeUlsu3UBfltE1WI,160000,4
5cjqoxaUaFJ59e9DrFtW1j,Latin,"Tom Bear Productions, Tom Bear",2022-02-14,AR,0.707,0.987,5,-7.341,1,0.073,0.149,0.787,0.2,0.756,89.977,audio_features,spotify:track:5cjqoxaUaFJ59e9DrFtW1j,https://api.spotify.com/v1/tracks/5cjqoxaUaFJ59e9DrFtW1j,https://api.spotify.com/v1/audio-analysis/5cjqoxaUaFJ59e9DrFtW1j,216132,4
6RpkUBv1KKsJBWf3gmQ1R9,Latinos,Proyecto Uno,1998,AR,0.846,0.827,7,-7.148,1,0.123,0.118,0.0,0.0638,0.819,127.036,audio_features,spotify:track:6RpkUBv1KKsJBWf3gmQ1R9,https://api.spotify.com/v1/tracks/6RpkUBv1KKsJBWf3gmQ1R9,https://api.spotify.com/v1/audio-analysis/6RpkUBv1KKsJBWf3gmQ1R9,329440,4
5KLaaXkmMUDPQU2wA258HK,Latin,State Limbo,2017-01-13,AR,0.485,0.676,6,-9.78,0,0.0296,0.000263,0.0145,0.128,0.483,104.964,audio_features,spotify:track:5KLaaXkmMUDPQU2wA258HK,https://api.spotify.com/v1/tracks/5KLaaXkmMUDPQU2wA258HK,https://api.spotify.com/v1/audio-analysis/5KLaaXkmMUDPQU2wA258HK,313980,4
00Ia46AgCNfnXjzgH8PIKH,Latina (feat. Maluma),"Reykon, Maluma",2019-05-31,AR,0.826,0.713,9,-4.017,0,0.129,0.0748,0.0,0.331,0.75,102.071,audio_features,spotify:track:00Ia46AgCNfnXjzgH8PIKH,https://api.spotify.com/v1/tracks/00Ia46AgCNfnXjzgH8PIKH,https://api.spotify.com/v1/audio-analysis/00Ia46AgCNfnXjzgH8PIKH,226739,4
42vbEzjsHfl1BlalW13VMF,Latin,Zélé,2020-07-10,AR,0.77,0.543,4,-10.207,1,0.222,0.186,0.0885,0.205,0.613,98.191,audio_features,spotify:track:42vbEzjsHfl1BlalW13VMF,https://api.spotify.com/v1/tracks/42vbEzjsHfl1BlalW13VMF,https://api.spotify.com/v1/audio-analysis/42vbEzjsHfl1BlalW13VMF,159159,4
7iEHCU1oYlqg3PloCa9uXW,Latin Thugs,"Cypress Hill, Tego Calderón",2014-10-10,AR,0.658,0.839,6,-5.13,0,0.303,0.0608,2.45e-05,0.216,0.711,93.024,audio_features,spotify:track:7iEHCU1oYlqg3PloCa9uXW,https://api.spotify.com/v1/tracks/7iEHCU1oYlqg3PloCa9uXW,https://api.spotify.com/v1/audio-analysis/7iEHCU1oYlqg3PloCa9uXW,227173,4
37rgxxMgvIHokgTADoRVEY,Latin,Singularis,2024-01-12,AR,0.553,0.441,11,-14.348,1,0.411,0.123,0.0668,0.103,0.859,85.286,audio_features,spotify:track:37rgxxMgvIHokgTADoRVEY,https://api.spotify.com/v1/tracks/37rgxxMgvIHokgTADoRVEY,https://api.spotify.com/v1/audio-analysis/37rgxxMgvIHokgTADoRVEY,132498,4
2XPoBFJvcYSoh2xPdj1Z92,Continuo Atardecer,LATIN MAFIA,2022-07-08,AR,0.783,0.453,1,-9.988,1,0.0438,0.0838,0.255,0.387,0.298,104.906,audio_features,spotify:track:2XPoBFJvcYSoh2xPdj1Z92,https://api.spotify.com/v1/tracks/2XPoBFJvcYSoh2xPdj1Z92,https://api.spotify.com/v1/audio-analysis/2XPoBFJvcYSoh2xPdj1Z92,166857,4
1RTdeDwKGsflYzCfDudl07,Latin,ElguapoJr,2023-08-17,AR,0.541,0.456,4,-10.797,0,0.392,0.333,0.0,0.112,0.145,164.066,audio_features,spotify:track:1RTdeDwKGsflYzCfDudl07,https://api.spotify.com/v1/tracks/1RTdeDwKGsflYzCfDudl07,https://api.spotify.com/v1/audio-analysis/1RTdeDwKGsflYzCfDudl07,163722,4
3YBLqJHSLsk28iqfsNji7m,Latina,Larray,2020-02-07,AR,0.98,0.529,1,-8.877,1,0.24,6.13e-05,0.0,0.0666,0.319,110.029,audio_features,spotify:track:3YBLqJHSLsk28iqfsNji7m,https://api.spotify.com/v1/tracks/3YBLqJHSLsk28iqfsNji7m,https://api.spotify.com/v1/audio-analysis/3YBLqJHSLsk28iqfsNji7m,118805,4
66y1zHWM5L7YT7D9cV75om,Latin,Franklin Cumberland,2023-09-16,AR,0.776,0.941,1,-6.119,0,0.111,0.00108,0.463,0.33,0.554,88.568,audio_features,spotify:track:66y1zHWM5L7YT7D9cV75om,https://api.spotify.com/v1/tracks/66y1zHWM5L7YT7D9cV75om,https://api.spotify.com/v1/audio-analysis/66y1zHWM5L7YT7D9cV75om,206490,4
4hSnduLsZ7sDBxaBzxkNFT,Mala buena suerte,LATIN MAFIA,2022-03-11,AR,0.808,0.265,0,-10.119,1,0.187,0.326,0.0513,0.094,0.286,179.903,audio_features,spotify:track:4hSnduLsZ7sDBxaBzxkNFT,https://api.spotify.com/v1/tracks/4hSnduLsZ7sDBxaBzxkNFT,https://api.spotify.com/v1/audio-analysis/4hSnduLsZ7sDBxaBzxkNFT,165333,4
0G5aMSxfODpfpGaDIwOnAx,Latin,Wade Wilson,2021-08-17,AR,0.634,0.92,8,-6.312,1,0.316,0.0185,0.0,0.105,0.586,94.893,audio_features,spotify:track:0G5aMSxfODpfpGaDIwOnAx,https://api.spotify.com/v1/tracks/0G5aMSxfODpfpGaDIwOnAx,https://api.spotify.com/v1/audio-analysis/0G5aMSxfODpfpGaDIwOnAx,89799,4
4A5ikwMNsH1LujHkVzo693,Más humano,LATIN MAFIA,2021-08-14,AR,0.791,0.293,10,-12.419,0,0.0368,0.253,0.156,0.0936,0.159,99.995,audio_features,spotify:track:4A5ikwMNsH1LujHkVzo693,https://api.spotify.com/v1/tracks/4A5ikwMNsH1LujHkVzo693,https://api.spotify.com/v1/audio-analysis/4A5ikwMNsH1LujHkVzo693,187200,4
6OhDVSrsZTMfk5sPCXLj1s,Latin,SHYY BEATS,2023-05-12,AR,0.58,0.562,9,-11.049,0,0.0381,0.602,0.908,0.136,0.144,160.091,audio_features,spotify:track:6OhDVSrsZTMfk5sPCXLj1s,https://api.spotify.com/v1/tracks/6OhDVSrsZTMfk5sPCXLj1s,https://api.spotify.com/v1/audio-analysis/6OhDVSrsZTMfk5sPCXLj1s,131997,4
2IyFYm8UYOjXWKxNJsG1yy,Latin Lingo,Cypress Hill,1991-08-13,AR,0.853,0.602,6,-14.649,1,0.265,0.0206,0.0058,0.102,0.592,91.324,audio_features,spotify:track:2IyFYm8UYOjXWKxNJsG1yy,https://api.spotify.com/v1/tracks/2IyFYm8UYOjXWKxNJsG1yy,https://api.spotify.com/v1/audio-analysis/2IyFYm8UYOjXWKxNJsG1yy,238933,4
0iIYhzY61RfgTwYFMav4gr,Latin,Anazup,2023-05-30,AR,0.914,0.593,0,-9.698,0,0.0958,0.00212,0.913,0.111,0.679,140.037,audio_features,spotify:track:0iIYhzY61RfgTwYFMav4gr,https://api.spotify.com/v1/tracks/0iIYhzY61RfgTwYFMav4gr,https://api.spotify.com/v1/audio-analysis/0iIYhzY61RfgTwYFMav4gr,123481,4
14S2VMZRhekYGluotZ4pqg,"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework",HUGEL,2024-02-22,AR,0.706,0.629,1,-11.408,1,0.0444,0.159,0.34,0.0951,0.471,123.044,audio_features,spotify:track:14S2VMZRhekYGluotZ4pqg,https://api.spotify.com/v1/tracks/14S2VMZRhekYGluotZ4pqg,https://api.spotify.com/v1/audio-analysis/14S2VMZRhekYGluotZ4pqg,186341,4
43F3mcjNGR4JjaRYboxx6r,Latin,Chill Cat Music,2020-08-05,AR,0.591,0.392,2,-16.001,0,0.0386,0.92,0.898,0.0908,0.614,95.014,audio_features,spotify:track:43F3mcjNGR4JjaRYboxx6r,https://api.spotify.com/v1/tracks/43F3mcjNGR4JjaRYboxx6r,https://api.spotify.com/v1/audio-analysis/43F3mcjNGR4JjaRYboxx6r,251810,4
32u1f3KGImI15xe4B1eGuu,Ciudad de las Luces,LATIN MAFIA,2021-05-14,AR,0.819,0.334,0,-11.803,1,0.0765,0.788,0.000152,0.11,0.201,99.037,audio_features,spotify:track:32u1f3KGImI15xe4B1eGuu,https://api.spotify.com/v1/tracks/32u1f3KGImI15xe4B1eGuu,https://api.spotify.com/v1/audio-analysis/32u1f3KGImI15xe4B1eGuu,194035,4
1vZSorJWztCrtzoQhAIdwH,Latin,LOFI 101,2023-07-07,AR,0.74,0.667,5,-14.022,0,0.0933,0.531,0.931,0.15,0.878,95.031,audio_features,spotify:track:1vZSorJWztCrtzoQhAIdwH,https://api.spotify.com/v1/tracks/1vZSorJWztCrtzoQhAIdwH,https://api.spotify.com/v1/audio-analysis/1vZSorJWztCrtzoQhAIdwH,81178,4
3hHb8Mw9HvlcFUBlSELElq,Sal rosa,LATIN MAFIA,2022-09-16,AR,0.702,0.267,4,-11.185,0,0.0823,0.62,0.113,0.0944,0.152,122.014,audio_features,spotify:track:3hHb8Mw9HvlcFUBlSELElq,https://api.spotify.com/v1/tracks/3hHb8Mw9HvlcFUBlSELElq,https://api.spotify.com/v1/audio-analysis/3hHb8Mw9HvlcFUBlSELElq,263607,4
0f4tSAWTCmzoVstKf6YQrd,Latin,Delphia Schultz,2023-12-20,AR,0.909,0.545,11,-11.836,1,0.242,0.117,0.0,0.342,0.833,95.358,audio_features,spotify:track:0f4tSAWTCmzoVstKf6YQrd,https://api.spotify.com/v1/tracks/0f4tSAWTCmzoVstKf6YQrd,https://api.spotify.com/v1/audio-analysis/0f4tSAWTCmzoVstKf6YQrd,254862,4
564lLZt7zu0cbfTaD6OSkc,Latin Chill Vibes - Remix,"Yaahn Hunter Jr., The Pocket Queen, J Moss",2023-01-13,AR,0.64,0.797,1,-6.017,1,0.0742,0.341,0.0,0.252,0.583,109.833,audio_features,spotify:track:564lLZt7zu0cbfTaD6OSkc,https://api.spotify.com/v1/tracks/564lLZt7zu0cbfTaD6OSkc,https://api.spotify.com/v1/audio-analysis/564lLZt7zu0cbfTaD6OSkc,161566,4
76DzIYXqlM6H7cVg7zU3gZ,Latin,Nick Nicolas,2016-01-13,AR,0.577,0.219,0,-14.101,1,0.146,0.972,0.867,0.0979,0.233,76.332,audio_features,spotify:track:76DzIYXqlM6H7cVg7zU3gZ,https://api.spotify.com/v1/tracks/76DzIYXqlM6H7cVg7zU3gZ,https://api.spotify.com/v1/audio-analysis/76DzIYXqlM6H7cVg7zU3gZ,218436,4
6WWsSx0Oow2hECDOq2Lyd1,Latin one,Music.com,2024-06-10,AR,0.793,0.277,2,-18.994,0,0.152,0.000346,0.784,0.0852,0.753,92.013,audio_features,spotify:track:6WWsSx0Oow2hECDOq2Lyd1,https://api.spotify.com/v1/tracks/6WWsSx0Oow2hECDOq2Lyd1,https://api.spotify.com/v1/audio-analysis/6WWsSx0Oow2hECDOq2Lyd1,90593,4
4VAPdrwXJO2B390EFS6iPg,Latin,The Fat Man and Team Fat,1995,AR,0.663,0.659,0,-22.718,0,0.0662,0.00317,0.284,0.0525,0.805,117.536,audio_features,spotify:track:4VAPdrwXJO2B390EFS6iPg,https://api.spotify.com/v1/tracks/4VAPdrwXJO2B390EFS6iPg,https://api.spotify.com/v1/audio-analysis/4VAPdrwXJO2B390EFS6iPg,94795,4
1CDHkw66qHcuuE7GOWq8Vv,Latin six,Music.com,2024-06-10,AR,0.634,0.265,4,-21.646,0,0.0631,0.0053,0.86,0.101,0.315,200.063,audio_features,spotify:track:1CDHkw66qHcuuE7GOWq8Vv,https://api.spotify.com/v1/tracks/1CDHkw66qHcuuE7GOWq8Vv,https://api.spotify.com/v1/audio-analysis/1CDHkw66qHcuuE7GOWq8Vv,85706,4
0VDEsulxard2CLgnNhp3Ln,LATIN,"Mikey Danger, Amari",2024-06-07,AR,0.861,0.554,1,-9.653,1,0.182,0.238,0.00556,0.105,0.358,119.981,audio_features,spotify:track:0VDEsulxard2CLgnNhp3Ln,https://api.spotify.com/v1/tracks/0VDEsulxard2CLgnNhp3Ln,https://api.spotify.com/v1/audio-analysis/0VDEsulxard2CLgnNhp3Ln,144072,1
1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",John Denver,1971,AR,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,audio_features,spotify:track:1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/tracks/1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/audio-analysis/1YYhDizHx7PnDhAhko6cDS,190160,4
0JbSghVDghtFEurrSO8JrC,Country Girl (Shake It For Me),Luke Bryan,2011-01-01,AR,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,spotify:track:0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/tracks/0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/audio-analysis/0JbSghVDghtFEurrSO8JrC,225560,4
5W4kiM2cUYBJXKRudNyxjW,You Proof,Morgan Wallen,2023-03-03,AR,0.728,0.818,9,-5.068,1,0.0329,0.323,0.0,0.582,0.681,119.706,audio_features,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4
3wMUvT6eIw2L5cZFG1yH9j,Country Grammar (Hot Shit),Nelly,2000-06-27,AR,0.881,0.663,2,-6.822,1,0.0827,0.00683,0.0,0.142,0.586,81.374,audio_features,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/tracks/3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/audio-analysis/3wMUvT6eIw2L5cZFG1yH9j,287000,4
1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,2017-06-02,AR,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,audio_features,spotify:track:1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,240760,4
1QbOvACeYanja5pbnJbAmk,"Take Me Home, Country Roads",John Denver,1997-06-17,AR,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,audio_features,spotify:track:1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/tracks/1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/audio-analysis/1QbOvACeYanja5pbnJbAmk,197813,4
6nNuWzPSGPZxgvQSNj9PfQ,Country,Racoma,2018-03-01,AR,0.519,0.462,11,-7.153,1,0.0318,0.539,0.0,0.183,0.516,139.676,audio_features,spotify:track:6nNuWzPSGPZxgvQSNj9PfQ,https://api.spotify.com/v1/tracks/6nNuWzPSGPZxgvQSNj9PfQ,https://api.spotify.com/v1/audio-analysis/6nNuWzPSGPZxgvQSNj9PfQ,187539,4
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,2023-03-24,AR,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493,4
2abHKI9Oox4NBEhOh3HMbq,Country Song,Seether,2011-01-01,AR,0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,audio_features,spotify:track:2abHKI9Oox4NBEhOh3HMbq,https://api.spotify.com/v1/tracks/2abHKI9Oox4NBEhOh3HMbq,https://api.spotify.com/v1/audio-analysis/2abHKI9Oox4NBEhOh3HMbq,229720,4
3EWMoDIm6lzuR0zQKtuCJX,Up Down (feat. Florida Georgia Line),"Morgan Wallen, Florida Georgia Line",2018-04-27,AR,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,audio_features,spotify:track:3EWMoDIm6lzuR0zQKtuCJX,https://api.spotify.com/v1/tracks/3EWMoDIm6lzuR0zQKtuCJX,https://api.spotify.com/v1/audio-analysis/3EWMoDIm6lzuR0zQKtuCJX,197253,4
77dcKrzRUI02XjHd2okARp,A Country Boy Can Survive,"Hank Williams, Jr.",1981-08-01,AR,0.688,0.459,7,-9.353,1,0.0365,0.144,0.0,0.0816,0.493,75.184,audio_features,spotify:track:77dcKrzRUI02XjHd2okARp,https://api.spotify.com/v1/tracks/77dcKrzRUI02XjHd2okARp,https://api.spotify.com/v1/audio-analysis/77dcKrzRUI02XjHd2okARp,255000,4
5TzoqLAFczwhUMrjNlWITI,"Country Boy (feat. Charlie Daniels, Chris Young, & George Jones)","Aaron Lewis, Charlie Daniels, Chris Young, George Jones",2011-11-01,AR,0.595,0.667,6,-6.442,1,0.034,0.296,0.0,0.109,0.275,121.943,audio_features,spotify:track:5TzoqLAFczwhUMrjNlWITI,https://api.spotify.com/v1/tracks/5TzoqLAFczwhUMrjNlWITI,https://api.spotify.com/v1/audio-analysis/5TzoqLAFczwhUMrjNlWITI,283347,4
0Zm4ZDBtiZCDp69Cxs5TaB,The Man He Sees in Me,Luke Combs,2024-06-06,AR,0.584,0.427,1,-8.685,1,0.0314,0.502,4.61e-06,0.114,0.535,82.03,audio_features,spotify:track:0Zm4ZDBtiZCDp69Cxs5TaB,https://api.spotify.com/v1/tracks/0Zm4ZDBtiZCDp69Cxs5TaB,https://api.spotify.com/v1/audio-analysis/0Zm4ZDBtiZCDp69Cxs5TaB,165058,4
7qF0FfuzBFwMe1lNHkEDxW,"Take Me Home, Country Roads",Lana Del Rey,2023-12-01,AR,0.321,0.151,9,-13.295,1,0.0296,0.923,4.6e-06,0.112,0.357,74.991,audio_features,spotify:track:7qF0FfuzBFwMe1lNHkEDxW,https://api.spotify.com/v1/tracks/7qF0FfuzBFwMe1lNHkEDxW,https://api.spotify.com/v1/audio-analysis/7qF0FfuzBFwMe1lNHkEDxW,166676,4
5eVuVYp9OyD9dm6Wcyb5nr,Country Boy's Dream Girl,Ella Langley,2023-05-19,AR,0.591,0.787,8,-4.56,1,0.0407,0.249,0.0,0.11,0.436,139.997,audio_features,spotify:track:5eVuVYp9OyD9dm6Wcyb5nr,https://api.spotify.com/v1/tracks/5eVuVYp9OyD9dm6Wcyb5nr,https://api.spotify.com/v1/audio-analysis/5eVuVYp9OyD9dm6Wcyb5nr,185027,3
5RuCWf4bJC0rqA05b7nWfd,Country Boy,Alan Jackson,2008-11-05,AR,0.73,0.684,9,-10.803,1,0.0351,0.259,1.53e-06,0.111,0.564,139.037,audio_features,spotify:track:5RuCWf4bJC0rqA05b7nWfd,https://api.spotify.com/v1/tracks/5RuCWf4bJC0rqA05b7nWfd,https://api.spotify.com/v1/audio-analysis/5RuCWf4bJC0rqA05b7nWfd,246080,4
2Q6NVIPwqtosYBXQ0C00d0,Country A$$ Shit,Morgan Wallen,2021-01-08,AR,0.619,0.927,10,-3.765,1,0.0346,0.0192,0.0,0.138,0.928,137.975,audio_features,spotify:track:2Q6NVIPwqtosYBXQ0C00d0,https://api.spotify.com/v1/tracks/2Q6NVIPwqtosYBXQ0C00d0,https://api.spotify.com/v1/audio-analysis/2Q6NVIPwqtosYBXQ0C00d0,186187,4
65M92JpTbAdHmTQm4jGaDa,Think I'm In Love With You,Chris Stapleton,2023-09-08,AR,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,audio_features,spotify:track:65M92JpTbAdHmTQm4jGaDa,https://api.spotify.com/v1/tracks/65M92JpTbAdHmTQm4jGaDa,https://api.spotify.com/v1/audio-analysis/65M92JpTbAdHmTQm4jGaDa,222800,4
1bp2PcwZgR9LwBdoERsOuJ,Country Squire,Tyler Childers,2019-08-02,AR,0.508,0.725,9,-7.203,1,0.0398,0.524,2.65e-05,0.479,0.916,166.872,audio_features,spotify:track:1bp2PcwZgR9LwBdoERsOuJ,https://api.spotify.com/v1/tracks/1bp2PcwZgR9LwBdoERsOuJ,https://api.spotify.com/v1/audio-analysis/1bp2PcwZgR9LwBdoERsOuJ,201427,4
5DQU4Fmdx7Hs7pwtcZMSTK,The Painter,Cody Johnson,2023-11-03,AR,0.512,0.709,2,-5.767,1,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,audio_features,spotify:track:5DQU4Fmdx7Hs7pwtcZMSTK,https://api.spotify.com/v1/tracks/5DQU4Fmdx7Hs7pwtcZMSTK,https://api.spotify.com/v1/audio-analysis/5DQU4Fmdx7Hs7pwtcZMSTK,211413,4
4mwEHjFmDLchZ9uKVhSu7U,"Country Roads (with Charles Wesley Godwin, Jonathan Peyton & Abigail Peyton) - Live","Zach Bryan, Charles Wesley Godwin, Jonathan Peyton, abigail peyton",2022-12-25,AR,0.357,0.867,7,-4.253,1,0.0797,0.251,0.0,0.827,0.463,92.293,audio_features,spotify:track:4mwEHjFmDLchZ9uKVhSu7U,https://api.spotify.com/v1/tracks/4mwEHjFmDLchZ9uKVhSu7U,https://api.spotify.com/v1/audio-analysis/4mwEHjFmDLchZ9uKVhSu7U,208861,4
454JIJlQ8GvrCoBvSfq3KA,Country Must Be Country Wide,Brantley Gilbert,2010,CA,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093,audio_features,spotify:track:454JIJlQ8GvrCoBvSfq3KA,https://api.spotify.com/v1/tracks/454JIJlQ8GvrCoBvSfq3KA,https://api.spotify.com/v1/audio-analysis/454JIJlQ8GvrCoBvSfq3KA,214827,4
3Gn1zuHNLtGuGEOXwq0k7e,Think I'm In Love With You,Chris Stapleton,2023-11-10,AR,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,audio_features,spotify:track:3Gn1zuHNLtGuGEOXwq0k7e,https://api.spotify.com/v1/tracks/3Gn1zuHNLtGuGEOXwq0k7e,https://api.spotify.com/v1/audio-analysis/3Gn1zuHNLtGuGEOXwq0k7e,222800,4
6fL5O5y6pSeU5Hjx9SgKar,Country's Cool Again,Lainey Wilson,2024-02-16,AR,0.549,0.901,0,-3.714,0,0.0705,0.101,5.7e-06,0.139,0.803,170.008,audio_features,spotify:track:6fL5O5y6pSeU5Hjx9SgKar,https://api.spotify.com/v1/tracks/6fL5O5y6pSeU5Hjx9SgKar,https://api.spotify.com/v1/audio-analysis/6fL5O5y6pSeU5Hjx9SgKar,218280,4
4MXzdffMz78GLlLM7mDa9v,The Man He Sees in Me,Luke Combs,2024-06-14,AR,0.584,0.427,1,-8.685,1,0.0314,0.502,4.61e-06,0.114,0.535,82.03,audio_features,spotify:track:4MXzdffMz78GLlLM7mDa9v,https://api.spotify.com/v1/tracks/4MXzdffMz78GLlLM7mDa9v,https://api.spotify.com/v1/audio-analysis/4MXzdffMz78GLlLM7mDa9v,165058,4
0U4iRayct65wsaBMQGiLbg,5 Foot 9,Tyler Hubbard,2023-01-27,AR,0.605,0.79,5,-5.576,1,0.0454,0.16,0.0,0.126,0.507,105.997,audio_features,spotify:track:0U4iRayct65wsaBMQGiLbg,https://api.spotify.com/v1/tracks/0U4iRayct65wsaBMQGiLbg,https://api.spotify.com/v1/audio-analysis/0U4iRayct65wsaBMQGiLbg,189773,4
2DOxC6AdXlSeUrsgWKuX4X,Country House,Sam Hunt,2024-04-05,AR,0.659,0.753,4,-4.788,1,0.0422,0.164,0.0,0.0849,0.681,141.981,audio_features,spotify:track:2DOxC6AdXlSeUrsgWKuX4X,https://api.spotify.com/v1/tracks/2DOxC6AdXlSeUrsgWKuX4X,https://api.spotify.com/v1/audio-analysis/2DOxC6AdXlSeUrsgWKuX4X,214293,4
1CwXFT3pDiMCPmvv3Ohfli,PSYCHO,HARDY,2024-05-17,AR,0.632,0.897,4,-1.673,1,0.0527,0.0539,2.13e-05,0.657,0.395,123.028,audio_features,spotify:track:1CwXFT3pDiMCPmvv3Ohfli,https://api.spotify.com/v1/tracks/1CwXFT3pDiMCPmvv3Ohfli,https://api.spotify.com/v1/audio-analysis/1CwXFT3pDiMCPmvv3Ohfli,198748,4
0nYcGSvV1ogjco3lRp2Eqy,Country,"Adam Calhoun, Demun Jones, Upchurch",2018-11-02,AR,0.702,0.663,2,-7.014,1,0.0891,0.0958,0.0,0.413,0.596,95.014,audio_features,spotify:track:0nYcGSvV1ogjco3lRp2Eqy,https://api.spotify.com/v1/tracks/0nYcGSvV1ogjco3lRp2Eqy,https://api.spotify.com/v1/audio-analysis/0nYcGSvV1ogjco3lRp2Eqy,206307,4
24MH7MzHl5XAYlmMdn85CF,Country Boy Do (feat. Tyler Hubbard),"Nelly, Tyler Hubbard",2021-08-27,AR,0.551,0.9,1,-3.196,1,0.09,0.0371,0.0,0.192,0.538,163.847,audio_features,spotify:track:24MH7MzHl5XAYlmMdn85CF,https://api.spotify.com/v1/tracks/24MH7MzHl5XAYlmMdn85CF,https://api.spotify.com/v1/audio-analysis/24MH7MzHl5XAYlmMdn85CF,176983,4
2KtGiBi5CrX2ERPD2PAS34,Dancin’ In The Country,Tyler Hubbard,2023-01-27,AR,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,audio_features,spotify:track:2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/tracks/2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/audio-analysis/2KtGiBi5CrX2ERPD2PAS34,179640,4
3eQPJYfhgcW3T1ypwIZN7n,Country,Tee Grizzley,2017-04-07,AR,0.784,0.66,1,-5.813,1,0.308,0.226,0.0,0.117,0.505,150.169,audio_features,spotify:track:3eQPJYfhgcW3T1ypwIZN7n,https://api.spotify.com/v1/tracks/3eQPJYfhgcW3T1ypwIZN7n,https://api.spotify.com/v1/audio-analysis/3eQPJYfhgcW3T1ypwIZN7n,173512,4
