track_id,name,artist,album,release_date,energy,valence,tempo,danceability,language,id,artists,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,type,uri,track_href,analysis_url,duration_ms,time_signature
,Rock a Bye Baby,,,2016-01-26,0.0789,0.296,89.931,0.633,AR,1zARHKo3tPfw3msYMlF7vY,Nursery Rhymes 123,5.0,-18.18,1.0,0.0309,0.987,2e-05,0.0839,audio_features,spotify:track:1zARHKo3tPfw3msYMlF7vY,https://api.spotify.com/v1/tracks/1zARHKo3tPfw3msYMlF7vY,https://api.spotify.com/v1/audio-analysis/1zARHKo3tPfw3msYMlF7vY,84494.0,3.0
,Lovers Rock,,,2014-06-05,0.871,0.572,104.97,0.559,AR,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,audio_features,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920.0,4.0
,Praise The Lord (Da Shine) (feat. Skepta),,,2018-05-25,0.569,0.294,80.015,0.854,AR,7ycWLEP1GsNjVvcjawXz3z,"A$AP Rocky, Skepta",5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,audio_features,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040.0,4.0
,rockstar - Remix,,,2017-12-08,0.588,0.208,159.926,0.674,AR,4fy6HNnu1XXq2j1Y56EP2H,"Post Malone, Nicky Jam, Ozuna",7.0,-5.506,0.0,0.131,0.181,1.49e-06,0.131,audio_features,spotify:track:4fy6HNnu1XXq2j1Y56EP2H,https://api.spotify.com/v1/tracks/4fy6HNnu1XXq2j1Y56EP2H,https://api.spotify.com/v1/audio-analysis/4fy6HNnu1XXq2j1Y56EP2H,245947.0,4.0
,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",,,2013,0.693,0.662,95.967,0.853,AR,4X5f3vT8MRuXF68pfjNte5,"A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",1.0,-6.87,1.0,0.275,0.0239,0.0,0.11,audio_features,spotify:track:4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/tracks/4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/audio-analysis/4X5f3vT8MRuXF68pfjNte5,233787.0,4.0
,Rock Steady,,,2010-11-22,0.798,0.639,123.989,0.689,AR,4xGyNXNjL8tHkLJEqf2BRs,The Whispers,5.0,-10.279,0.0,0.0995,0.258,6.94e-06,0.687,audio_features,spotify:track:4xGyNXNjL8tHkLJEqf2BRs,https://api.spotify.com/v1/tracks/4xGyNXNjL8tHkLJEqf2BRs,https://api.spotify.com/v1/audio-analysis/4xGyNXNjL8tHkLJEqf2BRs,478473.0,4.0
,Hip Hop Hooray,,,1993-02-23,0.642,0.765,99.2,0.862,AR,1SyQ6t9RdRBK0QUCS6a797,Naughty By Nature,6.0,-13.652,0.0,0.101,0.102,0.0,0.272,audio_features,spotify:track:1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/tracks/1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/audio-analysis/1SyQ6t9RdRBK0QUCS6a797,267267.0,4.0
,Hip-Hop,,,2000-02-08,0.737,0.219,77.162,0.725,AR,2HoDr1yVksl19omOhc1zWy,Dead Prez,4.0,-7.453,1.0,0.324,0.000633,0.00417,0.109,audio_features,spotify:track:2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/tracks/2HoDr1yVksl19omOhc1zWy,https://api.spotify.com/v1/audio-analysis/2HoDr1yVksl19omOhc1zWy,214067.0,4.0
,Beautiful,,,2005-01-01,0.74,0.963,101.025,0.893,AR,4675yUu8AUbE72T94BkLCD,"Snoop Dogg, Pharrell Williams, Uncle Charlie Wilson",11.0,-4.936,0.0,0.132,0.299,0.0,0.0881,audio_features,spotify:track:4675yUu8AUbE72T94BkLCD,https://api.spotify.com/v1/tracks/4675yUu8AUbE72T94BkLCD,https://api.spotify.com/v1/audio-analysis/4675yUu8AUbE72T94BkLCD,299147.0,4.0
,Hip Hop Is Dead,,,2006-12-19,0.74,0.613,110.831,0.758,AE,7iF9B5dbSOfEeznArGFHhn,"Nas, will.i.am",0.0,-5.761,0.0,0.203,0.0156,0.0,0.229,audio_features,spotify:track:7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/tracks/7iF9B5dbSOfEeznArGFHhn,https://api.spotify.com/v1/audio-analysis/7iF9B5dbSOfEeznArGFHhn,225560.0,4.0
,Hip Hop,,,1999-10-12,0.861,0.794,90.238,0.592,AR,4gQdwwPXSXnDkUh4jYqLoC,Mos Def,1.0,-5.177,1.0,0.249,0.024,0.0,0.492,audio_features,spotify:track:4gQdwwPXSXnDkUh4jYqLoC,https://api.spotify.com/v1/tracks/4gQdwwPXSXnDkUh4jYqLoC,https://api.spotify.com/v1/audio-analysis/4gQdwwPXSXnDkUh4jYqLoC,196440.0,4.0
,Hip Hop Phile,,,2014-08-20,0.878,0.795,144.0,0.796,AR,4c9XojqJDu7KNCh8GmNbj5,BTS,1.0,-3.325,1.0,0.185,0.171,0.0,0.234,audio_features,spotify:track:4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/tracks/4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/audio-analysis/4c9XojqJDu7KNCh8GmNbj5,257301.0,4.0
,Hip-Hop Saved My Life (feat. Nikki Jean),,,2007-01-01,0.684,0.246,100.006,0.705,AR,6N3oYlfZ2RPdjMYdHCRmFS,"Lupe Fiasco, Nikki Jean",0.0,-5.759,1.0,0.145,0.0353,0.0,0.206,audio_features,spotify:track:6N3oYlfZ2RPdjMYdHCRmFS,https://api.spotify.com/v1/tracks/6N3oYlfZ2RPdjMYdHCRmFS,https://api.spotify.com/v1/audio-analysis/6N3oYlfZ2RPdjMYdHCRmFS,242507.0,4.0
,Hip Hop Star (feat. Big Boi & Sleepy Brown),,,2003-06-24,0.651,0.971,166.572,0.736,AR,5cl6rJmigUbx6cNrA3nV8z,"Beyoncé, Big Boi, Sleepy Brown",6.0,-8.933,1.0,0.124,0.00265,0.000238,0.0838,audio_features,spotify:track:5cl6rJmigUbx6cNrA3nV8z,https://api.spotify.com/v1/tracks/5cl6rJmigUbx6cNrA3nV8z,https://api.spotify.com/v1/audio-analysis/5cl6rJmigUbx6cNrA3nV8z,222600.0,3.0
,Hip Hop,,,2007-04-24,0.952,0.837,87.021,0.506,AR,3ns5F35L1KaoKmOO8Ar8fk,Joell Ortiz,1.0,-2.589,0.0,0.393,0.337,0.0,0.561,audio_features,spotify:track:3ns5F35L1KaoKmOO8Ar8fk,https://api.spotify.com/v1/tracks/3ns5F35L1KaoKmOO8Ar8fk,https://api.spotify.com/v1/audio-analysis/3ns5F35L1KaoKmOO8Ar8fk,200921.0,4.0
,Kala Chashma,,,2016-08-04,0.856,0.919,106.029,0.801,AR,6mdLX10dvBb7rGYbMXpKzz,"Prem & Hardeep, Amar Arshi, Badshah, Neha Kakkar, Indeep Bakshi, Amrik Singh",0.0,-4.233,1.0,0.065,0.0984,7.24e-05,0.228,audio_features,spotify:track:6mdLX10dvBb7rGYbMXpKzz,https://api.spotify.com/v1/tracks/6mdLX10dvBb7rGYbMXpKzz,https://api.spotify.com/v1/audio-analysis/6mdLX10dvBb7rGYbMXpKzz,187006.0,4.0
,Hip-Hop Hasta la Tumba,,,2018-02-13,0.623,0.967,89.993,0.902,AR,6dKRp4XzLCycXok4KkC3PK,Maniako,1.0,-7.483,0.0,0.105,0.0795,7.63e-05,0.174,audio_features,spotify:track:6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/tracks/6dKRp4XzLCycXok4KkC3PK,https://api.spotify.com/v1/audio-analysis/6dKRp4XzLCycXok4KkC3PK,166632.0,4.0
,Say Less (feat. Lil Durk & A Boogie Wit da Hoodie),,,2023-04-21,0.809,0.526,170.116,0.513,AR,6D4n6TkbC3Dce3c03FzrDM,"Swizz Beatz, Lil Durk, A Boogie Wit da Hoodie",4.0,-4.926,0.0,0.16,0.0786,0.0,0.212,audio_features,spotify:track:6D4n6TkbC3Dce3c03FzrDM,https://api.spotify.com/v1/tracks/6D4n6TkbC3Dce3c03FzrDM,https://api.spotify.com/v1/audio-analysis/6D4n6TkbC3Dce3c03FzrDM,174854.0,4.0
,Hip Hop (Caminaré),,,2019-06-26,0.745,0.619,82.75,0.803,AR,4ciXokhIdlyhCh3tA5zo5P,Santa Fe Klan,6.0,-7.983,1.0,0.347,0.0354,0.0,0.265,audio_features,spotify:track:4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/tracks/4ciXokhIdlyhCh3tA5zo5P,https://api.spotify.com/v1/audio-analysis/4ciXokhIdlyhCh3tA5zo5P,203144.0,4.0
,Hip Hop,,,2000-09-05,0.895,0.48,154.826,0.414,AR,1UCVgSDDlH4vJ0jI4txWXP,"Static-X, Dead Prez",9.0,-7.037,1.0,0.299,0.00521,0.0,0.171,audio_features,spotify:track:1UCVgSDDlH4vJ0jI4txWXP,https://api.spotify.com/v1/tracks/1UCVgSDDlH4vJ0jI4txWXP,https://api.spotify.com/v1/audio-analysis/1UCVgSDDlH4vJ0jI4txWXP,232200.0,4.0
,Hip Hop,,,2012-01-01,0.859,0.628,77.057,0.646,AR,3xI2BX87nRys1ENw1Zl0El,"DJ Khaled, Scarface, Nas, DJ Premier",11.0,-4.934,1.0,0.333,0.159,0.0,0.108,audio_features,spotify:track:3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/tracks/3xI2BX87nRys1ENw1Zl0El,https://api.spotify.com/v1/audio-analysis/3xI2BX87nRys1ENw1Zl0El,263213.0,4.0
,Small But Mighty,,,2023-09-01,0.668,0.175,120.087,0.79,AR,6DVeUXGoCeEswwORtnT6c5,"Hip Hop For Change Presents, Bay Keeper Present, RyanNicole",8.0,-6.219,1.0,0.106,0.00765,0.000283,0.113,audio_features,spotify:track:6DVeUXGoCeEswwORtnT6c5,https://api.spotify.com/v1/tracks/6DVeUXGoCeEswwORtnT6c5,https://api.spotify.com/v1/audio-analysis/6DVeUXGoCeEswwORtnT6c5,224068.0,4.0
,Hip Hop - Mashup,,,2022-01-21,0.806,0.681,103.512,0.484,AR,6EuhBJTydNXXtqBQ32lag5,Trinix Remix,1.0,-6.915,0.0,0.408,0.0404,3.28e-05,0.841,audio_features,spotify:track:6EuhBJTydNXXtqBQ32lag5,https://api.spotify.com/v1/tracks/6EuhBJTydNXXtqBQ32lag5,https://api.spotify.com/v1/audio-analysis/6EuhBJTydNXXtqBQ32lag5,175890.0,4.0
,HIP HOP,,,2024-03-29,0.513,0.37,79.76,0.606,AR,6wJST2x9gGLlAHCG2ett1A,GERA B,6.0,-8.047,0.0,0.0755,0.566,0.000785,0.169,audio_features,spotify:track:6wJST2x9gGLlAHCG2ett1A,https://api.spotify.com/v1/tracks/6wJST2x9gGLlAHCG2ett1A,https://api.spotify.com/v1/audio-analysis/6wJST2x9gGLlAHCG2ett1A,320134.0,4.0
,Hip Hop,,,2015-12-11,0.796,0.759,80.092,0.596,AR,55WwvU3TsXYXaOisjxwJYT,August Alsina,7.0,-5.804,0.0,0.146,0.177,0.0,0.153,audio_features,spotify:track:55WwvU3TsXYXaOisjxwJYT,https://api.spotify.com/v1/tracks/55WwvU3TsXYXaOisjxwJYT,https://api.spotify.com/v1/audio-analysis/55WwvU3TsXYXaOisjxwJYT,209253.0,4.0
,Hip Hop Kids,,,2013-05-31,0.782,0.498,94.995,0.433,AR,3LBBeej1zGctWlJNpNa4I6,Portugal. The Man,9.0,-6.359,1.0,0.0363,0.0108,0.0,0.38,audio_features,spotify:track:3LBBeej1zGctWlJNpNa4I6,https://api.spotify.com/v1/tracks/3LBBeej1zGctWlJNpNa4I6,https://api.spotify.com/v1/audio-analysis/3LBBeej1zGctWlJNpNa4I6,207787.0,4.0
,The State of Hip hop,,,2023-12-29,0.439,0.406,93.942,0.617,AR,6Npq9wQOagdtxn7A5r24My,"Christopher V green, SLEESTACKZ",1.0,-11.203,1.0,0.436,0.335,3.36e-05,0.198,audio_features,spotify:track:6Npq9wQOagdtxn7A5r24My,https://api.spotify.com/v1/tracks/6Npq9wQOagdtxn7A5r24My,https://api.spotify.com/v1/audio-analysis/6Npq9wQOagdtxn7A5r24My,1518202.0,4.0
,Hip Hop Junkies,,,1991-01-01,0.427,0.634,98.73,0.926,AR,3KKrZ3adgWcJiJQWFqoDnv,Nice & Smooth,6.0,-10.731,1.0,0.115,0.0258,0.000281,0.329,audio_features,spotify:track:3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/tracks/3KKrZ3adgWcJiJQWFqoDnv,https://api.spotify.com/v1/audio-analysis/3KKrZ3adgWcJiJQWFqoDnv,209160.0,4.0
,Hip Hop My Friend,,,2012-03-06,0.817,0.494,92.965,0.662,AR,3fG9YDEpLWrwabVqEjbziD,Pep Love,1.0,-3.738,0.0,0.255,0.108,0.00625,0.306,audio_features,spotify:track:3fG9YDEpLWrwabVqEjbziD,https://api.spotify.com/v1/tracks/3fG9YDEpLWrwabVqEjbziD,https://api.spotify.com/v1/audio-analysis/3fG9YDEpLWrwabVqEjbziD,208067.0,4.0
,HIP HOP,,,2023-08-13,0.752,0.81,157.993,0.737,AR,49o0sIJucNKr8WzVJcFuBm,JOOHONEY,9.0,-4.745,1.0,0.128,0.0018,0.0,0.174,audio_features,spotify:track:49o0sIJucNKr8WzVJcFuBm,https://api.spotify.com/v1/tracks/49o0sIJucNKr8WzVJcFuBm,https://api.spotify.com/v1/audio-analysis/49o0sIJucNKr8WzVJcFuBm,130600.0,4.0
,Hip Hop Police - Main,,,2007-01-01,0.906,0.707,98.037,0.815,AE,0VUpkue1T9WZF2LtUqJbDY,"Chamillionaire, Slick Rick",7.0,-5.052,1.0,0.206,0.056,0.0,0.39,audio_features,spotify:track:0VUpkue1T9WZF2LtUqJbDY,https://api.spotify.com/v1/tracks/0VUpkue1T9WZF2LtUqJbDY,https://api.spotify.com/v1/audio-analysis/0VUpkue1T9WZF2LtUqJbDY,251320.0,4.0
,Hip Hop Saves Lives,,,2023-12-10,0.63,0.62,91.991,0.709,AR,4OKf8RjYMxyDkewk4hucQ2,"Arrested Development, Configa, Chuck D, Grandmaster Caz, Speech",8.0,-6.951,1.0,0.22,0.0288,0.0,0.343,audio_features,spotify:track:4OKf8RjYMxyDkewk4hucQ2,https://api.spotify.com/v1/tracks/4OKf8RjYMxyDkewk4hucQ2,https://api.spotify.com/v1/audio-analysis/4OKf8RjYMxyDkewk4hucQ2,219823.0,4.0
,Hip Hop,,,2013-09-29,0.88,0.425,91.428,0.575,AR,2sEKgKt7N4d7fPetASON80,Meek Mill,10.0,-7.628,0.0,0.246,0.00253,0.0,0.212,audio_features,spotify:track:2sEKgKt7N4d7fPetASON80,https://api.spotify.com/v1/tracks/2sEKgKt7N4d7fPetASON80,https://api.spotify.com/v1/audio-analysis/2sEKgKt7N4d7fPetASON80,182613.0,4.0
,Hip Hopper (feat. Lil Yachty),,,2017-04-28,0.517,0.45,129.111,0.931,AR,7JsoM9xf0Uc8tTHVnkVOio,"Blac Youngsta, Lil Yachty",2.0,-8.017,1.0,0.446,0.00162,0.0,0.108,audio_features,spotify:track:7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/tracks/7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/audio-analysis/7JsoM9xf0Uc8tTHVnkVOio,193625.0,4.0
,Hip Hop Calligraphy,,,2024-06-18,0.499,0.76,139.982,0.899,AR,1MwHEpWiVlazUIlw9k8KAd,Aka Saint Dior,6.0,-9.537,1.0,0.267,0.251,0.0,0.0961,audio_features,spotify:track:1MwHEpWiVlazUIlw9k8KAd,https://api.spotify.com/v1/tracks/1MwHEpWiVlazUIlw9k8KAd,https://api.spotify.com/v1/audio-analysis/1MwHEpWiVlazUIlw9k8KAd,192052.0,4.0
,Hip Hop,,,2005-06-28,0.866,0.891,89.998,0.857,AR,7fI6dNPkO9GsMw6O3ZyPL0,"Bizarre, Eminem",7.0,-2.846,1.0,0.285,0.131,0.000222,0.137,audio_features,spotify:track:7fI6dNPkO9GsMw6O3ZyPL0,https://api.spotify.com/v1/tracks/7fI6dNPkO9GsMw6O3ZyPL0,https://api.spotify.com/v1/audio-analysis/7fI6dNPkO9GsMw6O3ZyPL0,271627.0,4.0
,Cashin' Out,,,2019-04-19,0.666,0.663,129.989,0.832,AR,3bPJm6ppmouTlrJslOxrY0,Ca$h Out,1.0,-3.627,0.0,0.0708,0.151,0.0,0.0636,audio_features,spotify:track:3bPJm6ppmouTlrJslOxrY0,https://api.spotify.com/v1/tracks/3bPJm6ppmouTlrJslOxrY0,https://api.spotify.com/v1/audio-analysis/3bPJm6ppmouTlrJslOxrY0,238760.0,4.0
,Hip Hop,,,2004-02-24,0.714,0.887,100.054,0.717,AR,5zRq06zG7qKn6SV1qx9d2B,"Royce Da 5'9""",1.0,-5.091,1.0,0.28,0.00877,0.0,0.0648,audio_features,spotify:track:5zRq06zG7qKn6SV1qx9d2B,https://api.spotify.com/v1/tracks/5zRq06zG7qKn6SV1qx9d2B,https://api.spotify.com/v1/audio-analysis/5zRq06zG7qKn6SV1qx9d2B,227066.0,4.0
,Hip-Hop - Radio Version,,,2000-02-08,0.577,0.352,77.121,0.73,AR,1VpaGT3qRCT4jaqYw7o9IH,Dead Prez,4.0,-11.196,1.0,0.43,0.0106,0.0,0.359,audio_features,spotify:track:1VpaGT3qRCT4jaqYw7o9IH,https://api.spotify.com/v1/tracks/1VpaGT3qRCT4jaqYw7o9IH,https://api.spotify.com/v1/audio-analysis/1VpaGT3qRCT4jaqYw7o9IH,229627.0,4.0
,Hip Hop,,,2020-12-11,0.512,0.703,77.99,0.863,AR,1U5QDEYyOkWDPkItNyUMBu,El Moreno Mexicano,11.0,-8.991,1.0,0.372,0.241,6.52e-06,0.104,audio_features,spotify:track:1U5QDEYyOkWDPkItNyUMBu,https://api.spotify.com/v1/tracks/1U5QDEYyOkWDPkItNyUMBu,https://api.spotify.com/v1/audio-analysis/1U5QDEYyOkWDPkItNyUMBu,285396.0,4.0
,Hip Hop Under,,,2024-04-10,0.848,0.934,149.917,0.738,AR,3QbxuFzJTzI62jgUK7zjiU,Kapyrecords,5.0,-7.527,1.0,0.0551,0.0174,0.876,0.0965,audio_features,spotify:track:3QbxuFzJTzI62jgUK7zjiU,https://api.spotify.com/v1/tracks/3QbxuFzJTzI62jgUK7zjiU,https://api.spotify.com/v1/audio-analysis/3QbxuFzJTzI62jgUK7zjiU,149653.0,4.0
,Hip Hop Soldier,,,1988-01-01,0.551,0.616,98.141,0.87,AR,7yIUQW4kutkoxSWKjU7OPK,Sir Mix-A-Lot,4.0,-13.955,0.0,0.279,0.0162,0.0,0.165,audio_features,spotify:track:7yIUQW4kutkoxSWKjU7OPK,https://api.spotify.com/v1/tracks/7yIUQW4kutkoxSWKjU7OPK,https://api.spotify.com/v1/audio-analysis/7yIUQW4kutkoxSWKjU7OPK,322067.0,4.0
,Hip Hop,,,2021-11-19,0.938,0.494,126.014,0.824,AR,2ciLxvH3suF5CyQkbUsJVe,"Neon Steve, Marten Hørger",2.0,-4.566,1.0,0.251,0.0416,0.0752,0.154,audio_features,spotify:track:2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/tracks/2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/audio-analysis/2ciLxvH3suF5CyQkbUsJVe,169048.0,4.0
,Hip Hop Misfits,,,2012-09-03,0.953,0.69,93.981,0.656,AR,0Qw7i43X5zPUpod1Dlb2JP,Dirty Heads,8.0,-4.265,1.0,0.288,0.223,0.0,0.575,audio_features,spotify:track:0Qw7i43X5zPUpod1Dlb2JP,https://api.spotify.com/v1/tracks/0Qw7i43X5zPUpod1Dlb2JP,https://api.spotify.com/v1/audio-analysis/0Qw7i43X5zPUpod1Dlb2JP,160147.0,4.0
,Hip-Hop Is Good,,,2009-10-13,0.734,0.569,91.981,0.865,AR,5nKGo2HcJTKhS1GPPYs9gt,E-Dubble,1.0,-7.441,0.0,0.241,0.187,0.00118,0.119,audio_features,spotify:track:5nKGo2HcJTKhS1GPPYs9gt,https://api.spotify.com/v1/tracks/5nKGo2HcJTKhS1GPPYs9gt,https://api.spotify.com/v1/audio-analysis/5nKGo2HcJTKhS1GPPYs9gt,217293.0,4.0
,Hip Hop,,,1995-11-21,0.573,0.837,88.07,0.813,AR,1U6kD21JTRRPyJs99fZini,LL COOL J,1.0,-10.176,1.0,0.271,0.222,0.0,0.284,audio_features,spotify:track:1U6kD21JTRRPyJs99fZini,https://api.spotify.com/v1/tracks/1U6kD21JTRRPyJs99fZini,https://api.spotify.com/v1/audio-analysis/1U6kD21JTRRPyJs99fZini,300333.0,4.0
,Hip Hop Saves Lives - Instrumental,,,2023-12-10,0.441,0.673,183.963,0.692,AR,674fDxdgKYNwGi4YPZt7RM,"Arrested Development, Configa",8.0,-6.455,1.0,0.0558,0.00208,0.168,0.322,audio_features,spotify:track:674fDxdgKYNwGi4YPZt7RM,https://api.spotify.com/v1/tracks/674fDxdgKYNwGi4YPZt7RM,https://api.spotify.com/v1/audio-analysis/674fDxdgKYNwGi4YPZt7RM,219823.0,4.0
,Hip Hop,,,2011-03-22,0.865,0.351,77.841,0.462,AR,3XPDZIbPrrt33QCtetecU4,Natasha Leggero,11.0,-6.256,0.0,0.945,0.871,0.0,0.786,audio_features,spotify:track:3XPDZIbPrrt33QCtetecU4,https://api.spotify.com/v1/tracks/3XPDZIbPrrt33QCtetecU4,https://api.spotify.com/v1/audio-analysis/3XPDZIbPrrt33QCtetecU4,165022.0,5.0
,Hip Hop All Star,,,2023-09-01,0.802,0.975,159.895,0.664,AR,55wSByJOPkzsUKuRe2d1WA,JARS On The Beats,9.0,-9.636,0.0,0.103,0.00287,0.87,0.0838,audio_features,spotify:track:55wSByJOPkzsUKuRe2d1WA,https://api.spotify.com/v1/tracks/55wSByJOPkzsUKuRe2d1WA,https://api.spotify.com/v1/audio-analysis/55wSByJOPkzsUKuRe2d1WA,216020.0,4.0
,HIP HOP,,,2023-10-18,0.895,0.532,87.846,0.621,AR,4vXmXi1IFp4j0nv7q8JOMB,"billy winters, SavageSpitFlamez, Reallyraw, Already Legends",11.0,-4.92,0.0,0.231,0.212,0.0,0.534,audio_features,spotify:track:4vXmXi1IFp4j0nv7q8JOMB,https://api.spotify.com/v1/tracks/4vXmXi1IFp4j0nv7q8JOMB,https://api.spotify.com/v1/audio-analysis/4vXmXi1IFp4j0nv7q8JOMB,185455.0,4.0
,Beautiful,,,2017-10-27,0.698,0.962,101.009,0.904,AR,7mD9W97gjwxfFR9abW5ycI,"Snoop Dogg, Pharrell Williams, Uncle Charlie Wilson",11.0,-6.384,0.0,0.126,0.262,0.0,0.0802,audio_features,spotify:track:7mD9W97gjwxfFR9abW5ycI,https://api.spotify.com/v1/tracks/7mD9W97gjwxfFR9abW5ycI,https://api.spotify.com/v1/audio-analysis/7mD9W97gjwxfFR9abW5ycI,298613.0,4.0
,Hip hop,,,2024-05-30,0.788,0.813,82.717,0.598,AR,2iwJKBXEeDimbGfHtx8BYL,"Riderman, Bulldogg",6.0,-6.076,0.0,0.358,0.0944,0.0,0.15,audio_features,spotify:track:2iwJKBXEeDimbGfHtx8BYL,https://api.spotify.com/v1/tracks/2iwJKBXEeDimbGfHtx8BYL,https://api.spotify.com/v1/audio-analysis/2iwJKBXEeDimbGfHtx8BYL,211827.0,4.0
,Hip-Hop Sunshine,,,2024-06-02,0.781,0.202,169.936,0.686,AR,1dxdkuH02cGujiwuysrY1t,Dynasty phay,7.0,-6.284,1.0,0.0894,0.024,0.428,0.257,audio_features,spotify:track:1dxdkuH02cGujiwuysrY1t,https://api.spotify.com/v1/tracks/1dxdkuH02cGujiwuysrY1t,https://api.spotify.com/v1/audio-analysis/1dxdkuH02cGujiwuysrY1t,105802.0,4.0
,BOP,,,2022-11-03,0.786,0.837,126.764,0.77,AE,6D1fMX23FLBn9i8cjnP99K,DaBaby,11.0,-3.909,1.0,0.368,0.189,0.0,0.129,audio_features,spotify:track:6D1fMX23FLBn9i8cjnP99K,https://api.spotify.com/v1/tracks/6D1fMX23FLBn9i8cjnP99K,https://api.spotify.com/v1/audio-analysis/6D1fMX23FLBn9i8cjnP99K,159715.0,4.0
,HIP HOP,,,2024-04-22,0.753,0.913,92.693,0.752,AR,1eJQffAUeUid3Rhq23ANhS,B-DOWN1457,8.0,-3.278,1.0,0.397,0.386,0.0,0.145,audio_features,spotify:track:1eJQffAUeUid3Rhq23ANhS,https://api.spotify.com/v1/tracks/1eJQffAUeUid3Rhq23ANhS,https://api.spotify.com/v1/audio-analysis/1eJQffAUeUid3Rhq23ANhS,62015.0,4.0
,Hip Hop Be Bop (Original Version),,,1983-01-01,0.702,0.792,115.777,0.822,AR,21NALHsloDI31T781jDMFw,Man Parrish,1.0,-13.507,1.0,0.0898,0.015,0.555,0.115,audio_features,spotify:track:21NALHsloDI31T781jDMFw,https://api.spotify.com/v1/tracks/21NALHsloDI31T781jDMFw,https://api.spotify.com/v1/audio-analysis/21NALHsloDI31T781jDMFw,336173.0,4.0
,Jazz,,,2022-11-04,0.747,0.611,139.966,0.652,AR,5tp5lixxnFoKu6WAVBri75,Lil Double 0,11.0,-3.871,1.0,0.231,0.2,0.0,0.909,audio_features,spotify:track:5tp5lixxnFoKu6WAVBri75,https://api.spotify.com/v1/tracks/5tp5lixxnFoKu6WAVBri75,https://api.spotify.com/v1/audio-analysis/5tp5lixxnFoKu6WAVBri75,152958.0,4.0
,jazz is for ordinary people,,,2023-04-07,0.474,0.312,118.079,0.502,AR,12BaQt9aYdTlEtKreqB5V4,berlioz,5.0,-11.424,0.0,0.0543,0.711,0.787,0.112,audio_features,spotify:track:12BaQt9aYdTlEtKreqB5V4,https://api.spotify.com/v1/tracks/12BaQt9aYdTlEtKreqB5V4,https://api.spotify.com/v1/audio-analysis/12BaQt9aYdTlEtKreqB5V4,164000.0,4.0
,Jazz (We've Got),,,1991-09-24,0.479,0.72,92.461,0.822,AR,7AgMX97ljLm9BzszyyXEYZ,A Tribe Called Quest,11.0,-15.962,1.0,0.271,0.719,4.42e-05,0.124,audio_features,spotify:track:7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/tracks/7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/audio-analysis/7AgMX97ljLm9BzszyyXEYZ,250240.0,4.0
,Jazz,,,2014-08-12,0.61,0.296,125.227,0.636,AR,2rk0lCpO1vkKAQ6BC8bjUX,Mick Jenkins,8.0,-9.665,1.0,0.119,0.25,0.000121,0.113,audio_features,spotify:track:2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/tracks/2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/audio-analysis/2rk0lCpO1vkKAQ6BC8bjUX,260160.0,3.0
,Jazzy Belle,,,1996-08-27,0.65,0.101,92.03,0.878,AR,6w4MlvpuxtbjGdL9YeTx89,Outkast,11.0,-8.08,0.0,0.252,0.0178,0.0,0.0408,audio_features,spotify:track:6w4MlvpuxtbjGdL9YeTx89,https://api.spotify.com/v1/tracks/6w4MlvpuxtbjGdL9YeTx89,https://api.spotify.com/v1/audio-analysis/6w4MlvpuxtbjGdL9YeTx89,251667.0,4.0
